"StockDatabaseID","StockKey","stock","StockKeyDescription","PreviousStockKey","PreviousStockKeyLabel","year","SpeciesScientificName","SpeciesCommonName","EcoRegion","ExpertGroup","ExpertGroupDescription","AdviceDraftingGroup","AdviceDraftingGroupDescription","DataCategory","YearOfLastAssessment","AssessmentFrequency","YearOfNextAssessment","AssessmentType","AdviceReleaseDate","AdviceCategory","AdviceType","UseOfDiscardsInAdvice","PABufferApplied","TrophicGuild","FisheriesGuild","SizeGuild","Published","GeneratedOn","SectionNumber","AssessmentKey","ModifiedDate"
2512,169291,"trs.27.22-32","Sea trout (Salmo trutta) in subdivisions 22-32 (Baltic Sea)",136729,"trt-bal",2020,"Salmo trutta","Sea trout","Baltic Sea Ecoregion","WGBAST","Assessment Working Group on Baltic Salmon and Trout",NA,NA,"4",2019,2,2021,"Evaluation of the relative status of stocks by comparing the observed parr densities to model-predicted maximal parr densities.",NA,"PA","Reduction","Not used","No","demersal piscivore","Pelagic","large pelagic",TRUE,"2022-02-21T12:44:45.287+01:00","8.3.18",NA,"2019-05-29T11:34:00.447+01:00"
2513,169293,"tur.27.22-32","Turbot (Scophthalmus maximus) in Subdivisions 22-32 (Baltic Sea)",136730,"tur-2232",2020,"Scophthalmus maximus","Turbot","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","3.2",2018,3,2021,"Survey trends-based assessment",NA,"PA/Stock status only",NA,"","Yes in year(s) 2012, 2017","demersal piscivore","Benthic","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","",13366,"2019-06-03T12:01:53.713+01:00"
2514,169296,"usk.27.1-2","Tusk (Brosme brosme) in subareas 1 and 2 (Northeast Arctic)",136732,"usk-arct",2020,"Brosme brosme","Tusk","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Norwegian Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2019,2,2021,"Trends in the cpue assessment",NA,"PA","Catches","Not used","Yes in year(s) 2012","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.44",NA,"2019-06-11T12:21:59.243+01:00"
2515,169297,"usk.27.5a14","Tusk (Brosme brosme) in Subarea 14 and Division 5.a (East Greenland, and Iceland grounds)",136733,"usk-icel",2020,"Brosme brosme","Tusk","Greenland Sea Ecoregion, Iceland Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","1",2019,2,2021,"Age- and length-structured model (Gadget)",NA,"MSY","Catches","Not used","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.48",13702,"2020-12-09T12:25:02.003+01:00"
2516,169298,"usk.27.12ac","Tusk (Brosme brosme) in Subarea 12, excluding Division 12.b (southern Mid-Atlantic Ridge)",136734,"usk-mar",2020,"Brosme brosme","Tusk","Greenland Sea Ecoregion, Iceland Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","6.3",2019,5,2024,"no assessment",NA,"PA","Catches","Not used","No","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.47",NA,"2019-06-11T12:19:01.68+01:00"
2517,169299,"usk.27.3a45b6a7-912b","Tusk (Brosme brosme) in subareas 4 and 7-9 and divisions 3.a, 5.b, 6.a, and 12.b (Northeast Atlantic)",136735,"usk-oth",2020,"Brosme brosme","Tusk","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2019,2,2021,"Cpue trends-based assessment",NA,"PA","Catches","Not used","No","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.46",NA,"2019-06-11T12:20:55.877+01:00"
2518,169300,"usk.27.6b","Tusk (Brosme brosme) in Division 6.b (Rockall)",136736,"usk-rock",2020,"Brosme brosme","Tusk","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","5.2",2020,2,2022,"no assessment",NA,"PA","Catches","yes","Yes in year(s) 2012, 2018","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.49",13456,"2020-10-19T11:27:37.053+01:00"
2519,169301,"whb.27.1-91214","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",136737,"whb-comb",2020,"Micromesistius poutassou","Blue whiting","Arctic Ocean Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGWIDE","Working Group on Widely Distributed Stocks","ADGWIDE","Advice Drafting Group for Widely Distributed Stocks","1",2020,1,2021,"Age-structured model (SAM)",NA,"MP","Catches","","NA","pelagic planktivore","Pelagic","medium bathypelagic",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.45",13880,"2020-10-28T12:02:57.303+01:00"
2520,169240,"pok.27.5a","Saithe (Pollachius virens) in Division 5.a (Iceland grounds)",136677,"sai-icel",2020,"Pollachius virens","Saithe","Greenland Sea Ecoregion, Iceland Sea Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","1",2019,2,2021,"Age-structured model, separable statistical catch-at-age model",NA,"MP","Catches","Not used","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","2.3.15",13685,"2020-11-12T11:27:45.693+01:00"
2521,169303,"whg.27.7b-ce-k","Whiting (Merlangius merlangus) in divisions 7.b-c and 7.e-k (southern Celtic Seas and eastern English Channel)",136739,"whg-7e-k",2020,"Merlangius merlangus","Whiting","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1",2020,1,2021,"Analytical age-based assessment (State-space fish stock assessment model; SAM) that uses catches in the model and the forecast",NA,"MSY","Catches","Assessment","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.68",13993,"2020-11-11T14:56:55.653+01:00"
2522,169304,"whg.27.89a","Whiting (Merlangius merlangus) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136740,"whg-89a",2020,"Merlangius merlangus","Whiting","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","5.2",2019,2,2021,"no assessment",NA,"PA","Catches","Used","Yes in year(s) 2015, 2019","demersal piscivore","Demersal","medium benthopelagic",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.39",NA,"2020-11-11T10:21:25.64+01:00"
2523,169096,"fle.27.2223","Flounder (Platichthys flesus) in subdivisions 22 and 23 (Belt Seas and the Sound)",140776,"fle-2223",2020,"Platichthys flesus","Flounder","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","3.2",2019,3,2022,"Survey trends-based assessment",NA,"PA/Stock status only",NA,"Advice","No","demersal benthivore","Benthic","medium demersal",TRUE,"2022-02-21T12:44:45.287+01:00","8.3.5",NA,"2019-06-03T11:58:30.177+01:00"
2524,228591,"bwq.27.2628","Flounder (Platichthys spp) in subdivisions 26 and 28 ( east of Gotland and Gulf of Gdansk)",NA,NA,2020,"Platichthys","Flounder","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","3.2",2020,3,2023,"Survey trends-based assessment",NA,"PA/Stock status only",NA,"","Yes in year(s) 2014, 2017","demersal benthivore","Benthic","medium demersal",TRUE,"2022-02-21T12:44:45.287+01:00","8.3.7",13689,"2020-06-19T08:12:52.63+01:00"
2525,228587,"bwp.27.2729-32","Baltic flounder (Platichthys solemdali) in subdivisions 27 and 29–32 (northern central and northern Baltic Sea)",NA,NA,2020,"Platichthys solemdali","Flounder","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","3.2",2020,3,2023,"Survey trends-based assessment",NA,"PA/Stock status only",NA,"","Yes in year(s) 2014, 2017","demersal benthivore","Benthic","medium demersal",TRUE,"2022-02-21T12:44:45.287+01:00","8.3.8",13341,"2020-06-19T08:13:14.5+01:00"
2526,169229,"rju.27.8ab","Undulate ray (Raja undulata) in divisions 8.a-b (northern and central Bay of Biscay)",140779,"rju-8ab",2020,"Raja undulata","Undulate ray","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6",2020,2,2022,"no assessment",NA,"PA","Catches","used for first time in 2018 and again in 2020","Yes in year(s) 2018","demersal omnivore","Elasmobranch","large rays",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.27",13872,"2020-11-12T11:53:09.007+01:00"
2527,169230,"rju.27.8c","Undulate ray (Raja undulata) in Division 8.c (Cantabrian Sea)",140780,"rju-8c",2020,"Raja undulata","Undulate ray","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.9",2020,2,2022,"no assessment",NA,"PA","No directed fisheries","Not used","No","demersal omnivore","Elasmobranch","large rays",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.26",13801,"2020-11-12T12:03:44.907+01:00"
2528,169231,"rju.27.9a","Undulate ray (Raja undulata) in Division 9.a (Atlantic Iberian waters)",140781,"rju-9a",2020,"Raja undulata","Undulate ray","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.9",2020,2,2022,"no assessment",NA,"PA","No directed fisheries","Not used","Yes in year(s) 2018","demersal omnivore","Elasmobranch","large rays",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.31",13840,"2020-11-12T12:05:40.2+01:00"
2529,169260,"sho.27.89a","Black-mouth dogfish (Galeus melastomus) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",140782,"sho-89a",2020,"Galeus melastomus","Black-mouth dogfish","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.9",2019,2,2021,"Survey trends-based assessment",NA,"PA/Stock status only","Landings","Not used","Yes in year(s) 2015","demersal piscivore","Elasmobranch","medium demersal",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.34",NA,"2019-10-17T12:51:55.233+01:00"
2530,169212,"rjh.27.4a6","Blonde ray (Raja brachyura) in Subarea 6 and Division 4.a (North Sea and West of Scotland)",140783,"rjh-4aVI",2020,"Raja brachyura","Blonde ray","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","5.2",2019,2,2021,"no assessment",NA,"PA","Landings","Not used","Yes in year(s) 2015, 2018","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.46",NA,"2019-10-17T09:59:35.163+01:00"
2531,169219,"rjm.27.67bj","Spotted ray (Raja montagui) in Subarea 6 and divisions 7.b and 7.j (West of Scotland, west and southwest of Ireland)",140784,"rjm-67bj",2020,"Raja montagui","Spotted ray","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2020,2,2022,"Survey trends-based assessment",NA,"PA","Landings","Not used","Yes in year(s) 2014, 2020","demersal benthivore","Elasmobranch","medium demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.52",13782,"2020-11-12T10:36:15.107+01:00"
2532,169220,"rjm.27.7ae-h","Spotted ray (Raja montagui) in divisions 7.a and 7.e-h (southern Celtic Seas and western English Channel)",140785,"rjm-7aeh",2020,"Raja montagui","Spotted ray","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2020,2,2022,"Survey trends-based assessment",NA,"PA","Landings","Not used","Yes in year(s) 2014, 2020","demersal benthivore","Elasmobranch","medium demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.54",13836,"2020-11-12T10:07:38.017+01:00"
2533,169228,"rju.27.7bj","Undulate ray (Raja undulata) in divisions 7.b and 7.j (west and southwest of Ireland)",140786,"rju-7bj",2020,"Raja undulata","Undulate ray","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2020,2,2022,"no assessment",NA,"PA","Catches","Not used","No","demersal omnivore","Elasmobranch","large rays",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.51",13896,"2020-11-12T10:09:06.353+01:00"
2534,169261,"sho.27.67","Black-mouth dogfish (Galeus melastomus) in subareas 6 and 7 (West of Scotland, southern Celtic Seas, and English Channel)",140787,"sho-celt",2020,"Galeus melastomus","Black-mouth dogfish","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.9",2019,2,2021,"Survey trends-based assessment",NA,"PA/Stock status only","Landings","Not used","No","demersal piscivore","Elasmobranch","medium demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.56",NA,"2019-10-17T12:49:53.827+01:00"
2535,169288,"syt.27.67","Greater-spotted dogfish (Scyliorhinus stellaris) in subareas 6 and 7 (West of Scotland, southern Celtic Sea, and the English Channel)",140788,"syt-celt",2020,"Scyliorhinus stellaris","Greater-spotted dogfish","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.9",2019,2,2021,"Survey trends-based assessment",NA,"No advice","Catches","Not used","Yes in year(s) 2017","demersal benthivore","Elasmobranch","large sharks",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.63",NA,"2019-10-17T12:55:54.577+01:00"
2536,169108,"had.27.46a20","Haddock (Melanogrammus aeglefinus) in Subarea 4, Division 6.a, and Subdivision 20  (North Sea, West of Scotland, Skagerrak) ",140789,"had-346a",2020,"Melanogrammus aeglefinus","Haddock","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","1",2020,1,2021,"Age-structured model (TSA)",NA,"MSY","Catches","Assessment","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.12",13515,"2020-11-09T10:11:31.16+01:00"
2537,169200,"rjb.27.3a4","Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)",140790,"rjb-34",2020,"Dipturus batis","Common skate","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2019,4,2023,"no assessment",NA,"PA/Stock status only","Landings","not used","No","demersal omnivore","Elasmobranch","large rays",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.28",NA,"2019-10-17T08:41:49.687+01:00"
2538,169203,"rjc.27.3a47d","Thornback ray (Raja clavata) in Subarea 4 and in divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)",140791,"rjc-347d",2020,"Raja clavata","Thornback ray","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2019,2,2021,"Survey trends-based assessment",NA,"PA","Landings","not used","Yes in year(s) 2019","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.29",NA,"2019-10-17T09:55:49.447+01:00"
2539,169213,"rjh.27.4c7d","Blonde ray (Raja brachyura) in divisions 4.c and 7.d (southern North Sea and eastern English Channel)",140792,"rjh-4c7d",2020,"Raja brachyura","Blonde ray","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2019,2,2021,"Survey trends-based assessment",NA,"PA","Landings","Not used","Yes in year(s) 2015, 2019","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.24",NA,"2019-10-17T10:03:20.177+01:00"
2540,169215,"rjh.27.7e","Blonde ray (Raja brachyura) in Division 7.e (western English Channel)",140793,"rjh-7e",2020,"Raja brachyura","Blonde ray","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","5.2",2020,2,2022,"no assessment",NA,"PA","Landings","Not used","Yes in year(s) 2014, 2018","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.48",13841,"2020-11-12T10:34:16.453+01:00"
2541,169223,"rjn.27.3a4","Cuckoo ray (Leucoraja naevus) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)",140794,"rjn-34",2020,"Leucoraja naevus","Cuckoo ray","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2019,2,2021,"Survey trends-based assessment",NA,"PA","Catches","Not used","Yes in year(s) 2017","demersal omnivore","Elasmobranch","medium rays",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.35",NA,"2019-10-17T10:09:06.52+01:00"
2542,169227,"rjr.27.23a4","Starry ray (Amblyraja radiata) in Subareas 2 and 4, and Division 3.a  (Norwegian Sea, North Sea, Skagerrak and Kattegat)",140795,"rjr-234",2020,"Amblyraja radiata","Starry ray","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.14",2019,4,2023,"Survey trends-based assessment",NA,"PA","No directed fisheries","Not used","Yes in year(s) 2015","na","Elasmobranch","na",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.36",NA,"2019-10-17T10:13:49.327+01:00"
2543,169199,"rja.27.nea","White skate (Rostroraja alba) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",140796,"rja-nea",2020,"Rostroraja alba","White skate","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2019,4,2023,"no assessment",NA,"PA","Catches","not used","No","demersal omnivore","Elasmobranch","large rays",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.33",NA,"2019-10-17T08:38:57.14+01:00"
2544,169107,"gur.27.3-8","Red gurnard (Chelidonichthys cuculus) in subareas 3-8 (Northeast Atlantic)",140798,"gur-comb",2020,"Chelidonichthys cuculus","Red gurnard","Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGWIDE","Working Group on Widely Distributed Stocks","ADGWIDE","Advice Drafting Group for Widely Distributed Stocks","6.2",2019,2,2021,"no assessment",NA,"PA","Landings","not used","Yes in year(s) 2019","demersal benthivore","Demersal","medium demersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.18",NA,"2019-11-25T10:32:19.797+01:00"
2545,169067,"bsf.27.nea","Black scabbardfish (Aphanopus carbo) in subareas 1, 2, 4-8, 10, and 14, and divisions 3.a, 9.a, and 12.b (Northeast Atlantic and Arctic Ocean) ",141062,"bsf-nea",2020,"Aphanopus carbo","Black scabbardfish","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2020,2,2022,"Trends-based assessment",NA,"PA","Catches","not used","No","pelagic piscivore","Pelagic","large bathypelagic",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.14",13724,"2020-11-12T11:03:23.663+01:00"
2546,169224,"rjn.27.678abd","Cuckoo ray (Leucoraja naevus) in subareas 6-7 and divisions 8.a-b and 8.d (West of Scotland, southern Celtic Seas, and western English Channel, Bay of Biscay)",141064,"rjn-678abd",2020,"Leucoraja naevus","Cuckoo ray","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2020,2,2022,"Survey trends-based assessment",NA,"PA","Landings","Not used","Yes in year(s) 2014, 2020","demersal omnivore","Elasmobranch","medium rays",TRUE,"2022-02-21T12:44:45.287+01:00","5.3.53",13893,"2020-11-12T11:44:02.9+01:00"
2547,169225,"rjn.27.8c","Cuckoo ray (Leucoraja naevus) in Division 8.c (Cantabrian Sea)",141065,"rjn-8c",2020,"Leucoraja naevus","Cuckoo ray","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2020,2,2022,"Survey trends-based assessment",NA,"PA","Catches","Used for the first time in 2020","Yes in year(s) 2018","demersal omnivore","Elasmobranch","medium rays",TRUE,"2022-02-21T12:44:45.287+01:00","7.3.28",13897,"2020-11-12T11:46:30.31+01:00"
2548,169143,"mur.27.3a47d","Striped red mullet (Mullus surmuletus) in Subarea 4 and divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)",137436,"mur-347d",2020,"Mullus surmuletus","Striped red mullet","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","3.2",2019,2,2021,"Age-based assessment indicative of trends",NA,"PA","Catches","not used","Yes in year(s) 2013, 2017","demersal benthivore","Demersal","medium demersal",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.8",NA,"2021-10-06T09:32:36.74+01:00"
2549,169144,"mur.27.67a-ce-k89a","Striped red mullet (Mullus surmuletus) in subareas 6 and 8, and divisions 7.a-c, 7.e-k, and 9.a (North Sea, Bay of Biscay, southern Celtic Seas, and Atlantic Iberian waters)",137437,"mur-west",2020,"Mullus surmuletus","Striped red mullet","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGWIDE","Working Group on Widely Distributed Stocks","ADGWIDE","Advice Drafting Group for Widely Distributed Stocks","5.2",2020,3,2023,"no assessment",NA,"PA","Landings","not used","Yes in year(s) 2012, 2017","demersal benthivore","Demersal","medium demersal",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.29",13887,"2020-10-28T12:02:03.627+01:00"
2550,169174,"nop.27.3a4","Norway pout (Trisopterus esmarkii) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)",137811,"nop-34-oct",2020,"Trisopterus esmarkii","Norway pout","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGPOUT","Norway Pout Advice Drafting Group","1",2020,1,2021,"Age-based analytical assessment (seasonal SAM)",NA,"MSY","Catches","not used","NA","pelagic planktivore","Pelagic","medium benthopelagic",TRUE,"2022-02-21T12:44:45.287+01:00","6.3.26",13954,"2020-11-09T10:16:48.97+01:00"
2551,228589,"bwq.27.2425","Flounder (Platichthys spp) in subdivisions 24 and 25 (west of Bornholm and southwestern central Baltic)",NA,NA,2020,"Platichthys","Flounder","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","3.2",2020,3,2023,"Survey trends-based assessment",NA,"PA/Stock status only",NA,"Advice","No","demersal benthivore","Benthic","medium demersal",TRUE,"2022-02-21T12:44:45.287+01:00","8.3.6",13363,"2020-06-19T08:06:08.52+01:00"
2552,169289,"thr.27.nea","Thresher sharks (Alopias spp.) in Subareas 10, 12, Divisions 7.c-k, 8.d-e, and Subdivisions 5.b.1, 9.b.1, 14.b.1 (Northeast Atlantic)",149796,"thr-nea",2020,"Alopias","Thresher sharks","Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Iceland Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2019,4,2023,"no assessment",NA,"PA","No directed fisheries","Not used","No","na","Elasmobranch","na",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.43",NA,"2019-10-17T12:53:15.447+01:00"
2553,169198,"rhg.27.nea","Roughhead grenadier (Macrourus berglax) in subareas 5-8, 10, 12 and 14 (Northeast Atlantic and Arctic Ocean)",149799,"rhg-nea",2020,"Macrourus berglax","Roughhead grenadier","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","6.3",2020,5,2025,"no assessment",NA,"PA","No directed fisheries","Not used","No","na","Demersal","na",TRUE,"2022-02-21T12:44:45.287+01:00","9.3.32",13509,"2020-10-19T11:21:02.427+01:00"
